,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age at First Season,Age at Last Season,Num Season(s),MVP(s)
96,Tony Delk,PG,['TOT' 'CHH' 'GSW' 'SAC' 'PHO' 'BOS' 'DAL' 'ATL' 'DET'],43.2,8.5,19.5,3.0,7.6,39.8,0.7,2.2,36.8,2.3,5.3,41.9,45.0,1.3,1.6,76.1,0.6,1.7,2.4,1.7,0.7,0.1,0.9,1.5,8.1,24,32,9,0
97,Vlade Divac*,C,['CHH' 'SAC' 'LAL'],66.6,61.8,27.5,3.9,8.2,47.2,0.0,0.3,23.6,3.8,7.9,48.0,47.6,2.3,3.5,67.8,2.2,5.0,7.2,3.3,1.0,1.1,2.0,2.8,10.3,29,36,8,0
98,Sherman Douglas,PG,['NJN' 'LAC'],47.2,9.8,20.8,2.7,5.8,45.9,0.2,0.6,20.4,2.5,5.2,48.8,47.3,1.5,2.1,73.6,0.6,1.0,1.6,3.0,0.8,0.1,1.5,1.7,7.0,31,34,4,0
99,Clyde Drexler*,SG,HOU,70.0,70.0,35.3,6.5,15.1,42.7,1.5,4.8,31.7,4.9,10.4,47.7,47.7,4.0,4.9,80.1,1.5,3.4,4.9,5.5,1.8,0.6,2.7,2.8,18.4,35,35,1,0
100,Chris Dudley,C,['NYK' 'PHO' 'POR'],40.5,12.7,10.7,0.6,1.6,33.1,0.0,0.0,0.0,0.6,1.6,33.4,33.1,0.3,0.7,43.5,1.3,1.8,3.1,0.2,0.2,0.5,0.4,1.9,1.5,32,37,6,0
101,Joe Dumars*,SG,DET,55.0,55.0,30.8,4.2,10.1,41.3,2.2,5.8,38.7,1.9,4.2,44.7,52.8,1.6,1.8,83.0,0.2,1.4,1.6,3.5,0.6,0.0,1.3,1.4,12.2,34,35,2,0
102,Tony Dumas,SG,CLE,7.0,0.0,6.7,0.9,1.7,50.0,0.3,0.6,50.0,0.6,1.1,50.0,58.3,0.0,0.4,0.0,0.1,0.6,0.7,0.7,0.0,0.0,0.7,0.7,2.0,25,25,1,0
103,Tim Duncan*,C,SAS,73.3,73.1,33.9,7.3,14.5,50.4,0.0,0.1,13.8,7.3,14.4,50.7,50.5,4.2,6.0,70.1,2.8,8.0,10.8,3.0,0.7,2.2,2.4,2.3,18.9,21,39,19,2
104,Ledell Eackles,SG,WAS,42.0,0.0,13.0,1.8,4.2,42.9,0.4,1.1,34.8,1.4,3.1,45.7,47.4,1.2,1.4,88.1,0.6,1.2,1.8,0.4,0.4,0.0,0.7,1.0,5.2,31,31,1,0
105,Tyus Edney,PG,['BOS' 'IND'],38.0,3.5,11.5,1.6,4.0,40.8,0.0,0.2,23.3,1.5,3.8,41.8,41.4,1.6,1.8,84.5,0.3,0.8,1.0,2.5,0.8,0.0,1.2,1.0,4.8,24,27,2,0
106,Blue Edwards,SG,['VAN' 'MIA'],52.5,10.0,18.0,2.6,6.1,44.2,0.4,1.0,36.7,2.4,5.2,45.6,46.9,1.3,1.6,76.4,0.6,1.5,2.0,1.9,0.9,0.2,1.3,1.6,7.0,32,33,2,0
107,Kevin Edwards,SG,['TOT' 'NJN' 'ORL' 'VAN'],31.0,3.8,12.6,1.4,4.2,34.0,0.2,0.4,38.2,1.3,3.8,33.8,35.8,0.9,1.1,84.6,0.6,1.0,1.6,1.0,0.6,0.1,0.8,0.8,3.9,32,35,2,0
108,Howard Eisley,PG,['UTA' 'DAL' 'NYK' 'TOT' 'PHO' 'LAC' 'DEN'],53.0,14.3,20.0,2.3,5.8,37.5,0.7,2.0,33.2,1.6,3.9,39.7,43.0,1.0,1.2,83.5,0.2,1.5,1.7,3.5,0.7,0.1,1.4,2.0,6.2,25,33,9,0
109,Mario Elie,SF,['HOU' 'SAS' 'PHO'],66.8,60.5,26.2,2.5,5.6,44.3,0.8,2.2,35.6,1.8,3.5,49.9,51.2,1.6,2.0,83.6,0.6,2.0,2.6,2.3,1.0,0.2,1.3,1.8,7.5,34,37,4,0
110,Sean Elliott,SF,SAS,39.2,34.8,25.6,3.1,7.6,40.1,0.9,2.3,37.1,2.2,5.3,41.2,46.1,1.6,2.1,74.2,0.4,2.9,3.4,1.8,0.5,0.3,1.2,2.0,8.6,29,32,4,0
111,Dale Ellis,SG,['SEA' 'TOT' 'MIL' 'CHH'],42.2,3.0,18.3,2.6,5.8,42.9,1.3,3.1,40.4,1.3,2.7,46.9,54.1,0.6,0.9,73.0,0.4,1.4,1.8,0.6,0.4,0.0,0.6,1.3,7.1,37,39,3,0
112,Harold Ellis,SF,DEN,27.0,3.0,12.7,2.3,4.1,55.9,0.0,0.1,0.0,2.3,4.0,57.9,55.9,1.5,2.3,63.5,1.0,0.9,1.9,0.7,0.7,0.1,0.7,2.0,6.1,27,27,1,0
113,LaPhonso Ellis,PF,['DEN' 'ATL' 'MIN' 'MIA'],59.5,20.2,24.5,3.6,8.4,42.4,0.4,1.2,25.0,3.2,7.2,45.5,44.6,1.6,2.2,73.1,1.6,3.5,5.1,1.1,0.6,0.5,1.3,2.6,9.1,27,32,6,0
114,Pervis Ellison,C,['BOS' 'SEA'],24.0,4.3,9.0,0.7,1.4,43.3,0.0,0.0,,0.7,1.4,43.3,43.3,0.4,0.6,76.7,0.9,1.4,2.3,0.5,0.3,0.5,0.5,2.1,1.8,30,33,3,0
115,Brian Evans,SF,['TOT' 'ORL' 'NJN' 'MIN'],29.3,0.3,10.3,1.2,3.5,33.7,0.3,1.0,28.0,0.9,2.4,35.3,38.0,0.4,0.5,86.1,0.5,0.9,1.5,0.8,0.4,0.2,0.3,0.9,3.2,24,25,2,0
116,Patrick Ewing*,C,['NYK' 'SEA' 'ORL'],54.0,41.8,28.0,5.2,11.3,45.6,0.0,0.0,0.0,5.2,11.3,45.7,45.6,3.3,4.6,70.9,1.8,6.5,8.2,1.0,0.6,1.6,2.2,2.7,13.7,35,39,5,0
117,Tony Farmer,C,['CHH' 'GSW'],50.5,5.5,11.2,1.2,3.1,36.4,0.1,0.4,20.2,1.1,2.6,39.2,38.0,1.9,2.5,78.0,1.1,1.5,2.6,0.6,0.6,0.2,0.7,1.6,4.4,28,30,2,0
118,Jamie Feick,PF,['MIL' 'TOT' 'NJN'],31.3,8.5,21.2,1.6,3.6,36.9,0.0,0.0,65.4,1.6,3.5,37.2,37.3,1.0,1.5,62.6,2.4,4.9,7.3,0.6,0.7,0.4,0.8,2.0,4.1,23,26,4,0
119,Duane Ferrell,SF,GSW,29.0,2.5,7.5,0.4,2.0,22.0,0.0,0.0,0.0,0.4,2.0,23.0,22.0,0.3,0.4,64.8,0.6,0.2,0.8,0.2,0.2,0.1,0.2,0.8,1.2,32,33,2,0
120,Danny Ferry,PF,['CLE' 'SAS'],62.7,8.0,17.3,2.0,4.4,43.8,0.6,1.6,40.0,1.4,2.8,45.5,51.6,0.5,0.6,84.0,0.5,1.7,2.2,0.9,0.3,0.2,0.6,1.9,5.1,31,36,6,0
121,Michael Finley,SF,['DAL' 'SAS' 'TOT' 'BOS'],65.6,50.4,31.4,5.5,12.5,43.8,1.3,3.3,37.8,4.2,9.1,46.3,50.0,1.9,2.3,76.7,0.8,3.1,3.9,2.6,0.8,0.3,1.3,1.4,14.1,24,36,13,0
122,Derek Fisher,PG,['LAL' 'GSW' 'UTA' 'TOT' 'OKC' 'DAL'],62.0,37.1,25.4,2.8,7.1,38.6,1.0,2.6,36.7,1.8,4.5,39.2,45.5,1.5,1.8,83.7,0.3,1.7,2.0,2.9,1.0,0.1,1.2,2.1,8.1,23,39,17,0
123,Danny Fortson,PF,['DEN' 'BOS' 'GSW' 'DAL' 'SEA'],44.0,17.5,19.4,2.5,5.1,49.2,0.0,0.0,11.7,2.5,5.1,49.4,49.2,2.8,3.6,77.0,2.6,4.6,7.3,0.6,0.4,0.2,1.4,3.4,7.8,21,30,10,0
124,Greg Foster,C,['UTA' 'SEA' 'LAL' 'MIL' 'TOR'],46.2,12.0,11.9,1.3,3.4,37.6,0.0,0.2,20.9,1.3,3.1,41.2,38.0,0.5,0.7,71.8,0.6,1.7,2.3,0.5,0.1,0.2,0.6,1.7,3.2,29,34,6,0
125,Rick Fox,SF,LAL,69.4,50.3,25.6,3.2,7.3,43.0,0.9,2.7,33.1,2.3,4.6,48.5,49.2,1.1,1.4,76.9,0.9,2.6,3.5,2.8,0.8,0.3,1.6,2.9,8.4,28,34,7,0
126,Adonal Foyle,C,['GSW' 'ORL' 'TOT' 'MEM'],53.1,19.2,14.8,1.5,3.1,50.0,0.0,0.0,0.0,1.5,3.1,50.0,50.0,0.4,0.9,49.5,1.5,2.5,4.0,0.4,0.3,1.3,0.7,1.8,3.4,22,33,12,0
127,Todd Fuller,C,['GSW' 'UTA' 'CHH' 'MIA'],37.5,1.2,9.8,1.2,3.3,39.4,0.0,0.0,0.0,1.2,3.2,39.6,39.4,0.8,1.2,72.3,0.8,1.8,2.6,0.1,0.2,0.2,0.5,1.3,3.4,23,26,4,0
128,Lawrence Funderburke,PF,['SAC' 'CHI'],45.4,1.0,14.0,2.4,4.7,49.7,0.0,0.0,8.6,2.4,4.6,50.0,49.8,1.2,1.9,64.4,1.2,2.0,3.2,0.5,0.2,0.3,0.6,1.1,5.9,27,34,7,0
129,Chris Garner,PG,['TOR' 'GSW'],23.0,0.0,13.2,0.8,3.2,25.9,0.0,0.6,14.3,0.7,2.6,28.6,27.3,0.4,0.5,63.1,0.2,0.8,1.0,1.8,0.8,0.1,0.9,1.8,1.9,22,25,2,0
130,Kevin Garnett*,PF,['MIN' 'BOS' 'BRK' 'TOT'],64.4,64.4,32.1,6.6,13.4,49.7,0.1,0.4,19.7,6.6,13.0,50.3,50.0,3.0,3.8,77.9,1.9,7.6,9.6,3.5,1.2,1.2,2.0,2.4,16.4,21,39,19,1
131,Dean Garrett,C,['DEN' 'MIN' 'TOT' 'GSW'],46.4,23.3,13.3,1.3,3.1,40.0,0.0,0.0,,1.3,3.1,40.0,40.0,0.4,0.6,46.3,1.1,2.3,3.4,0.4,0.4,0.7,0.5,1.5,3.0,31,35,5,0
132,Kiwane Lemorris Garris,SG,['DEN' 'ORL'],15.5,0.0,7.8,0.8,2.8,26.9,0.1,0.4,17.8,0.6,2.4,27.8,28.8,0.4,0.4,76.0,0.0,0.4,0.5,0.8,0.2,0.0,0.4,0.4,1.8,23,25,2,0
133,Chris Gatling,PF,['NJN' 'TOT' 'MIL' 'ORL' 'DEN' 'CLE' 'MIA'],50.1,3.2,19.3,3.5,7.7,44.6,0.1,0.5,19.4,3.3,7.3,45.9,45.2,2.0,3.2,60.0,1.5,3.4,4.9,0.8,0.8,0.3,1.6,2.6,9.1,30,34,5,0
134,Reggie Geary,PG,SAS,62.0,2.0,11.0,0.9,2.7,33.1,0.2,0.6,30.0,0.7,2.1,34.1,36.7,0.5,0.9,50.0,0.3,0.8,1.1,1.2,0.6,0.2,0.7,1.5,2.5,24,24,1,0
135,Matt Geiger,C,['CHH' 'PHI'],46.4,21.2,20.1,3.3,7.5,38.9,0.0,0.1,7.3,3.3,7.4,39.2,38.9,1.6,2.1,69.5,2.0,3.1,5.1,0.6,0.5,0.6,1.2,2.2,8.3,28,32,5,0
136,Kendall Gill,SG,['NJN' 'MIA' 'MIN' 'CHI' 'MIL'],56.9,43.4,27.2,3.8,9.6,39.6,0.2,0.7,24.3,3.6,8.9,40.9,40.6,1.8,2.6,73.5,1.0,2.7,3.7,2.2,1.5,0.4,1.2,2.5,9.7,29,36,8,0
137,Armen Gilliam,PF,['MIL' 'UTA'],55.3,10.0,20.3,3.2,7.0,45.8,0.0,0.0,0.0,3.2,6.9,46.0,45.8,2.3,2.9,78.8,1.4,3.0,4.4,0.9,0.5,0.4,1.3,1.8,8.7,33,35,3,0
138,Anthony Goldwire,PG,['DEN' 'TOT' 'SAS' 'WAS' 'MIN' 'NJN' 'DET' 'MIL' 'LAC'],18.6,3.0,10.7,1.1,3.0,35.0,0.4,1.2,33.0,0.7,1.8,36.9,41.2,0.5,0.7,74.8,0.1,0.8,0.9,1.3,0.4,0.0,0.5,0.6,3.2,26,34,6,0
139,Greg Graham,SG,CLE,6.0,0.0,9.3,1.2,2.0,58.3,0.0,0.5,0.0,1.2,1.5,77.8,58.3,0.3,0.3,100.0,0.0,0.2,0.2,1.0,0.2,0.0,1.7,1.2,2.7,27,27,1,0
140,Brian Grant,C,['POR' 'MIA' 'LAL' 'PHO'],63.8,47.6,26.7,3.5,7.3,47.9,0.0,0.0,10.0,3.5,7.3,48.0,48.0,1.9,2.5,78.2,2.3,4.9,7.2,1.1,0.6,0.5,1.4,3.0,9.0,25,33,9,0
141,Gary Grant,PG,POR,7.8,0.5,8.0,1.3,2.8,40.1,0.1,0.2,36.8,1.2,2.6,40.7,41.1,0.1,0.2,85.7,0.1,0.7,0.8,1.5,0.4,0.0,0.4,0.7,2.8,32,35,4,0
142,Harvey Grant,SF,['WAS' 'PHI'],56.0,9.0,15.4,1.2,3.3,37.6,0.0,0.1,16.7,1.2,3.2,38.3,37.8,0.4,0.6,67.8,0.8,1.6,2.4,0.6,0.4,0.2,0.4,1.5,2.8,32,33,2,0
143,Horace Grant,PF,['ORL' 'SEA' 'LAL'],59.3,52.3,29.0,3.4,7.4,46.3,0.0,0.0,0.0,3.4,7.3,46.5,46.3,1.0,1.5,71.5,2.0,4.0,6.0,1.8,0.7,0.7,0.7,1.9,7.8,32,38,7,0
144,Ed Gray,SG,ATL,30.0,3.0,13.4,2.2,6.4,33.6,0.5,1.4,33.8,1.7,5.0,33.6,37.5,1.4,1.7,80.2,0.2,1.0,1.2,0.8,0.4,0.2,1.0,1.7,6.2,22,23,2,0
145,Jeff Grayer,SG,['TOT' 'CHH' 'GSW'],3.3,0.0,7.9,0.6,2.7,31.2,0.3,1.7,33.3,0.3,1.0,30.0,39.0,0.0,0.0,,0.0,0.6,0.6,0.6,0.3,0.0,1.1,1.1,1.5,32,32,1,0
146,A.C. Green,PF,['DAL' 'LAL' 'MIA'],74.0,46.5,22.9,2.3,5.1,44.2,0.0,0.1,6.2,2.3,5.0,44.8,44.2,1.0,1.4,67.5,1.9,3.7,5.6,0.9,0.6,0.2,0.6,1.6,5.4,34,37,4,0
147,Litterial Green,PG,['MIL' 'CLE'],11.0,0.0,4.0,0.1,1.0,10.8,0.0,0.0,0.0,0.1,1.0,11.9,10.8,0.4,0.5,75.0,0.0,0.2,0.2,0.4,0.1,0.0,0.2,0.2,0.6,27,28,2,0
148,Derek Grimm,SF,SAC,9.0,0.0,3.8,0.4,1.6,28.6,0.4,1.3,33.3,0.0,0.2,0.0,42.9,0.2,0.2,100.0,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6,23,23,1,0
149,Tom Gugliotta,PF,['MIN' 'PHO' 'TOT' 'UTA' 'BOS' 'ATL'],39.2,21.9,22.9,3.1,7.1,40.9,0.1,0.2,21.0,3.1,6.8,41.4,41.4,1.3,1.7,77.7,1.6,3.5,5.1,1.7,0.9,0.4,1.3,2.0,7.6,28,35,8,0
150,Jack Haley,C,NJN,16.0,0.0,3.2,0.3,1.1,27.8,0.0,0.1,0.0,0.3,1.1,29.4,27.8,0.8,1.3,57.1,0.3,0.6,0.9,0.0,0.0,0.1,0.3,0.6,1.4,34,34,1,0
151,Darvin Ham,SF,['WAS' 'MIL' 'ATL' 'DET'],54.4,6.0,13.5,1.1,2.2,50.6,0.0,0.0,26.2,1.1,2.1,50.8,50.9,0.7,1.3,49.8,1.3,1.3,2.6,0.6,0.4,0.4,0.8,2.0,2.9,24,31,7,0
152,Tom Hammonds,PF,MIN,42.2,0.5,11.4,1.3,2.8,42.7,0.0,0.0,0.0,1.3,2.8,42.7,42.7,0.8,1.3,60.6,1.0,1.6,2.5,0.3,0.2,0.1,0.6,1.5,3.4,30,33,4,0
153,Reggie Hanson,SF,BOS,8.0,0.0,3.3,0.4,0.8,50.0,0.0,0.0,,0.4,0.8,50.0,50.0,0.0,0.0,,0.4,0.4,0.8,0.1,0.3,0.1,0.4,1.0,0.8,29,29,1,0
154,Anfernee Hardaway,SG,['ORL' 'PHO' 'TOT' 'NYK' 'MIA'],40.0,22.6,28.6,3.9,9.5,40.6,0.5,1.4,30.5,3.5,8.0,42.1,43.1,1.9,2.5,79.7,0.9,3.1,3.9,3.3,1.2,0.3,1.8,2.1,10.2,26,36,10,0
155,Tim Hardaway*,PG,['MIA' 'TOT' 'DAL' 'DEN' 'IND'],50.5,36.2,27.9,4.4,11.2,38.4,1.9,5.3,35.8,2.5,5.9,40.7,47.4,1.6,2.1,74.8,0.3,2.2,2.4,5.6,1.1,0.1,2.1,1.8,12.3,31,36,6,0
156,Derek Harper,SG,['ORL' 'LAL'],55.5,37.0,25.8,3.0,7.4,41.4,1.0,2.6,36.4,2.1,4.8,44.2,47.8,0.7,1.0,75.4,0.3,1.2,1.6,3.8,1.0,0.2,1.4,1.8,7.8,36,37,2,0
157,Ron Harper,PG,['CHI' 'LAL'],61.0,60.2,27.3,3.3,7.9,42.2,0.4,1.6,27.1,2.8,6.3,45.8,45.0,1.5,2.1,71.0,1.2,2.9,4.1,3.0,1.2,0.6,1.5,2.0,8.5,34,37,4,0
158,Othella Harrington,PF,['HOU' 'VAN' 'TOT' 'NYK' 'CHI' 'CHA'],55.8,23.6,19.1,2.7,5.5,49.4,0.0,0.0,0.0,2.7,5.5,49.5,49.4,1.7,2.2,73.5,1.5,2.8,4.3,0.6,0.3,0.4,1.3,2.6,7.1,24,34,11,0
159,Lucious Harris,SG,['NJN' 'CLE'],66.1,13.8,20.2,2.7,6.3,41.5,0.5,1.4,32.8,2.2,4.9,44.2,45.2,1.2,1.5,79.6,0.7,1.7,2.3,1.4,0.7,0.1,0.6,1.3,7.0,27,34,8,0
160,Hersey Hawkins,SG,['SEA' 'CHI' 'CHH'],63.0,41.2,25.7,2.6,6.1,42.3,1.0,2.6,37.0,1.6,3.5,46.1,49.9,1.8,2.0,88.1,0.7,2.4,3.1,2.2,1.3,0.2,1.2,1.7,8.0,31,34,4,0
161,Alan Henderson,PF,['ATL' 'DAL' 'CLE' 'PHI'],54.3,21.6,20.0,2.9,6.1,49.7,0.0,0.0,22.9,2.9,6.1,49.8,49.8,1.6,2.5,63.8,2.1,2.7,4.8,0.5,0.5,0.4,1.0,1.8,7.4,25,34,10,0
162,Cedric Henderson,SF,['CLE' 'GSW'],52.0,27.2,20.5,2.7,6.1,43.3,0.0,0.2,17.2,2.6,5.9,44.0,44.1,1.0,1.4,68.3,0.6,1.9,2.4,1.4,0.8,0.4,1.4,1.9,6.4,22,26,5,0
163,Mark Hendrickson,PF,['SAC' 'NJN' 'TOT' 'CLE'],20.0,1.4,9.5,0.8,1.7,43.4,0.0,0.0,0.0,0.8,1.7,43.8,43.4,0.7,0.9,78.3,0.5,1.2,1.7,0.6,0.3,0.1,0.4,0.9,2.2,23,25,3,0
164,Steve Henson,PG,DET,13.5,0.0,4.6,0.4,0.8,50.0,0.0,0.2,37.5,0.4,0.6,52.8,52.9,0.4,0.4,100.0,0.0,0.0,0.0,0.5,0.2,0.0,0.6,0.4,1.3,29,30,2,0
165,Carl Herrera,PF,['SAS' 'TOT' 'VAN' 'DEN'],28.5,0.2,10.4,1.1,2.9,37.2,0.0,0.0,0.0,1.1,2.9,37.6,37.2,0.2,0.5,35.5,0.8,1.2,2.0,0.3,0.3,0.2,0.7,1.3,2.3,31,32,2,0
166,Sean Higgins,SF,POR,2.0,0.0,6.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.5,0.0,29,29,1,0
167,Grant Hill*,SF,['DET' 'ORL' 'PHO' 'LAC'],53.1,49.5,31.6,5.6,11.7,47.5,0.2,0.6,29.3,5.4,11.0,48.5,48.5,3.7,4.7,77.3,1.1,4.3,5.4,3.6,1.1,0.5,2.2,2.2,15.0,25,40,15,0
168,Tyrone Hill,PF,['MIL' 'TOT' 'PHI' 'CLE' 'MIA'],38.2,32.2,27.0,2.9,6.4,46.0,0.0,0.0,0.0,2.9,6.4,46.1,46.0,1.8,3.0,63.2,2.7,4.9,7.7,0.8,0.8,0.4,1.4,3.4,7.6,29,35,7,0
169,Fred Hoiberg,SG,['IND' 'CHI' 'MIN'],59.9,7.5,18.5,1.8,4.2,40.7,0.7,1.8,33.3,1.1,2.4,44.7,47.6,1.2,1.4,87.6,0.2,2.4,2.6,1.6,0.8,0.1,0.6,1.5,5.4,25,32,8,0
170,Jerald Honeycutt,PF,['MIL' 'TOT' 'PHI'],17.5,0.0,7.8,1.0,2.9,33.7,0.4,1.3,25.7,0.7,1.6,46.1,39.6,0.5,0.8,64.3,0.3,0.8,1.1,0.3,0.4,0.1,0.7,1.5,3.0,23,24,2,0
171,Jeff Hornacek,SG,UTA,68.3,68.3,29.5,4.7,9.8,48.4,0.8,1.7,44.6,4.0,8.1,49.1,52.2,2.8,3.1,90.9,0.7,2.3,3.0,3.7,1.1,0.2,1.6,2.0,12.9,34,36,3,0
172,Robert Horry,PF,['LAL' 'SAS'],68.9,14.5,21.0,1.9,4.6,40.3,0.6,1.8,33.4,1.3,2.9,44.0,46.9,1.0,1.4,70.9,1.5,3.0,4.4,1.7,0.9,0.8,1.0,2.3,5.3,27,37,11,0
173,Allan Houston,SG,NYK,65.1,64.0,35.6,6.7,15.2,44.1,1.5,3.7,40.2,5.2,11.5,45.4,49.1,3.4,3.8,87.5,0.4,2.5,2.9,2.4,0.7,0.1,2.1,2.3,18.3,26,33,8,0
174,Juwan Howard,PF,['WAS' 'TOT' 'DAL' 'DEN' 'ORL' 'HOU' 'CHA' 'POR' 'MIA'],53.8,38.2,25.6,4.4,9.5,46.2,0.0,0.0,3.8,4.4,9.5,46.3,46.2,2.1,2.8,78.4,1.7,3.5,5.2,1.7,0.6,0.3,1.7,2.6,11.0,24,39,16,0
175,Stephen Howard,SF,SEA,13.0,0.0,4.1,0.6,1.6,38.1,0.0,0.0,,0.6,1.6,38.1,38.1,0.7,1.4,50.0,0.5,0.5,0.9,0.2,0.2,0.1,0.5,1.0,1.9,27,27,1,0
176,Troy Hudson,PG,['UTA' 'LAC' 'ORL' 'MIN' 'GSW'],47.0,15.3,18.8,2.8,7.1,38.6,0.8,2.3,30.7,2.0,4.8,41.4,43.7,1.2,1.4,86.3,0.3,1.2,1.5,2.8,0.4,0.1,1.3,1.1,7.5,21,31,11,0
177,Lindsey Hunter,PG,['DET' 'MIL' 'LAL' 'TOR' 'CHI'],50.1,20.2,20.2,2.4,6.4,35.8,0.9,2.5,30.9,1.6,3.9,38.9,42.1,0.7,0.9,72.9,0.4,1.4,1.8,2.3,1.0,0.1,1.0,1.7,6.4,27,39,13,0
178,Bobby Hurley,PG,['TOT' 'SAC' 'VAN'],40.7,2.0,14.5,1.5,4.0,39.1,0.1,0.4,21.2,1.5,3.6,40.8,40.2,1.0,1.2,77.7,0.2,0.9,1.1,3.0,0.4,0.0,1.4,1.3,4.1,26,26,1,0
179,Zydrunas Ilgauskas,C,['CLE' 'MIA'],64.8,55.7,27.4,5.0,10.4,47.8,0.0,0.1,14.0,4.9,10.3,48.0,48.0,3.0,3.9,76.1,2.9,4.5,7.3,1.1,0.5,1.5,1.8,3.4,12.9,22,35,13,0
180,Allen Iverson*,SG,['PHI' 'TOT' 'DEN' 'DET' 'MEM'],52.0,50.9,39.3,8.4,19.5,43.5,0.9,2.9,34.1,7.5,16.6,45.5,45.7,6.5,8.4,77.1,0.7,2.7,3.3,5.8,1.8,0.1,3.4,1.7,24.2,22,34,13,1
181,Bobby Jackson,PG,['DEN' 'MIN' 'SAC' 'MEM' 'NOK' 'TOT' 'NOH' 'HOU'],59.1,10.6,21.9,3.6,8.7,41.5,1.0,2.7,34.5,2.7,6.0,44.5,47.0,1.5,1.8,79.2,0.8,2.3,3.1,2.5,0.9,0.1,1.3,1.8,9.7,24,35,12,0
182,Jaren Jackson,SG,['SAS' 'ORL'],47.0,14.0,17.9,2.1,5.3,39.2,1.0,2.8,36.6,1.1,2.6,42.4,48.7,0.5,0.7,55.3,0.3,1.6,1.9,1.1,0.6,0.1,0.8,1.6,5.6,30,34,5,0
183,Jim Jackson,SF,['TOT' 'PHI' 'GSW' 'POR' 'ATL' 'CLE' 'MIA' 'SAC' 'HOU' 'PHO' 'LAL'],47.3,28.0,29.0,4.0,10.0,39.4,1.0,2.6,35.2,3.1,7.3,41.0,44.6,1.6,2.0,83.5,0.9,3.2,4.1,2.8,0.7,0.1,2.0,2.2,10.7,27,35,9,0
184,Mark Jackson,PG,['IND' 'TOT' 'TOR' 'NYK' 'UTA' 'HOU'],64.9,51.2,26.3,2.6,6.2,41.1,0.7,2.0,32.0,1.9,4.2,45.5,46.3,1.0,1.3,75.8,0.7,2.7,3.4,6.9,0.8,0.0,1.9,1.5,6.8,32,38,7,0
185,Henry James,PF,CLE,28.0,0.0,5.9,0.9,2.1,40.7,0.4,0.9,44.0,0.5,1.2,38.2,50.0,0.8,0.8,95.5,0.1,0.5,0.5,0.2,0.0,0.0,0.4,0.9,2.9,32,32,1,0
186,Anthony Johnson,PG,['SAC' 'ATL' 'TOT' 'ORL' 'CLE' 'NJN' 'IND' 'DAL'],49.4,15.4,17.5,1.9,4.6,40.7,0.3,0.9,32.1,1.6,3.7,42.0,44.0,0.7,1.0,74.6,0.3,1.2,1.5,2.6,0.6,0.1,1.0,1.5,4.8,23,35,13,0
187,Avery Johnson,PG,['SAS' 'TOT' 'DEN' 'DAL' 'GSW'],54.7,28.0,22.1,3.0,6.5,45.4,0.0,0.1,6.4,3.0,6.4,46.0,45.5,1.2,1.8,70.5,0.3,1.0,1.3,4.5,0.7,0.1,1.3,1.4,7.2,32,38,7,0
188,Eddie Johnson,SF,HOU,39.0,0.5,13.0,2.5,5.8,44.0,0.4,1.4,16.7,2.0,4.3,48.3,47.0,0.8,0.9,83.1,0.4,1.0,1.4,0.8,0.2,0.0,0.8,1.1,6.2,38,39,2,0
189,Ervin Johnson,C,['MIL' 'MIN'],63.7,30.8,18.3,1.3,2.6,49.8,0.0,0.0,25.0,1.3,2.6,49.8,49.9,0.7,1.2,58.2,1.8,3.5,5.3,0.4,0.5,1.0,0.7,2.7,3.4,30,38,9,0
190,Kevin Johnson,PG,PHO,28.0,6.0,22.3,2.9,5.8,50.9,0.2,0.4,57.7,2.8,5.4,51.3,52.0,2.2,2.4,93.6,0.4,2.7,3.0,4.4,0.4,0.1,1.6,1.0,8.1,31,33,2,0
191,Larry Johnson,PF,NYK,63.5,62.8,33.2,4.6,10.1,44.7,0.6,2.0,31.1,3.9,8.2,47.6,48.0,2.3,2.9,78.4,1.8,3.9,5.6,2.2,0.6,0.2,1.6,3.0,12.0,28,31,4,0
192,Charles Jones,PF,['HOU' 'CHI' 'LAC'],36.3,1.7,11.2,0.9,2.7,44.8,0.5,1.4,32.1,0.5,1.3,44.9,50.6,0.2,0.4,58.0,0.4,0.8,1.2,1.1,0.4,0.2,0.6,0.9,2.6,23,40,3,0
193,Dontae' Jones,SF,BOS,15.0,0.0,6.1,1.3,3.8,33.3,0.4,1.5,26.1,0.9,2.3,38.2,38.6,0.0,0.0,,0.2,0.4,0.6,0.3,0.1,0.2,0.7,0.8,2.9,22,22,1,0
194,Eddie Jones,SG,['LAL' 'TOT' 'CHH' 'MIA' 'MEM' 'DAL'],56.9,52.6,33.3,4.7,11.0,42.5,1.5,4.0,35.8,3.3,7.0,47.3,49.5,2.8,3.5,79.6,0.8,3.1,3.9,2.8,1.6,0.6,1.5,2.5,13.7,26,36,11,0
